MMS Id,Normalized Call Number,Library Name,Location Name,Permanent Call Number,Title,Description,Base Status,Barcode,Scanned Barcode,Notes/Comments,Retention Commitment
994568170101921,0pf#3003 j3,Main Library,Stacks,PF3003 .J3,Jahrbuch fÃ¼r internationale Germanistik.,v.42:no.2(2010),Item in place,B995259,39097014540653,,v.1(1969)-v.42(2010) committed to retain 20160630 20310630 EAST http://eastlibraries.org/retained-materials MWaIB
993722350101921,0pf#3003 w5,Main Library,Stacks,PF3003 .W5,Wirkendes Wort.,v.14(1964),Item in place,0123500552989,39097014540679,,
993722350101921,0pf#3003 w5,Main Library,Stacks,PF3003 .W5,Wirkendes Wort.,v.15(1965),Item in place,0123500552997,39097014540661,this barcode is correct,
993722350101921,0pf#3003 w5,Main Library,Stacks,PF3003 .W5,Wirkendes Wort.,v.16(1966),Item in place,0123500553003,39097014540729,,
993722350101921,0pf#3003 w5,Main Library,Stacks,PF3003 .W5,Wirkendes Wort.,v.17(1967),Item in place,0123500553011,39097014543913,"did not have a barcode, added one 3/29",
993722350101921,0pf#3003 w5,Main Library,Stacks,PF3003 .W5,Wirkendes Wort.,v.18(1968),Item in place,0123500553029,39097014540711,this barcode is correct,
993722350101921,0pf#3003 w5,Main Library,Stacks,PF3003 .W5,Wirkendes Wort.,v.19(1969),Item in place,0123500553037,39097014540703,,
993722350101921,0pf#3003 w5,Main Library,Stacks,PF3003 .W5,Wirkendes Wort.,v.20(1970),Item in place,0123500553045,39097014540695,,
993722350101921,0pf#3003 w5,Main Library,Stacks,PF3003 .W5,Wirkendes Wort.,v.21(1971),Item in place,0123500553052,39097014540687,,
993722350101921,0pf#3003 w5,Main Library,Stacks,PF3003 .W5,Wirkendes Wort.,v.22(1972),Item in place,0123500553060,39097014540844,,
993722350101921,0pf#3003 w5,Main Library,Stacks,PF3003 .W5,Wirkendes Wort.,v.23(1973),Item in place,0123500553078,39097014540836,,
993722350101921,0pf#3003 w5,Main Library,Stacks,PF3003 .W5,Wirkendes Wort.,v.24(1974),Item in place,0123500553086,39097014540828,,
993722350101921,0pf#3003 w5,Main Library,Stacks,PF3003 .W5,Wirkendes Wort.,v.25(1975),Item in place,0123500553094,39097014540810,,
993722350101921,0pf#3003 w5,Main Library,Stacks,PF3003 .W5,Wirkendes Wort.,v.26(1976),Item in place,0123500553102,39097014540802,,
993722350101921,0pf#3003 w5,Main Library,Stacks,PF3003 .W5,Wirkendes Wort.,v.27(1977),Item in place,0123500553110,39097014540794,,
993722350101921,0pf#3003 w5,Main Library,Stacks,PF3003 .W5,Wirkendes Wort.,v.28(1978),Item in place,0123500553128,39097014540786,,
993722350101921,0pf#3003 w5,Main Library,Stacks,PF3003 .W5,Wirkendes Wort.,v.29(1979),Item in place,0123500553136,39097014540455,,
993722350101921,0pf#3003 w5,Main Library,Stacks,PF3003 .W5,Wirkendes Wort.,v.30(1980),Item in place,0123500553144,39097014540448,,
993722350101921,0pf#3003 w5,Main Library,Stacks,PF3003 .W5,Wirkendes Wort.,v.31(1981),Item in place,0123500553151,39097014540430,,
993722350101921,0pf#3003 w5,Main Library,Stacks,PF3003 .W5,Wirkendes Wort.,v.32(1982),Item in place,0123500553169,39097014540422,,
993722350101921,0pf#3003 w5,Main Library,Stacks,PF3003 .W5,Wirkendes Wort.,v.33(1983),Item in place,0123500553177,39097014540414,,
993722350101921,0pf#3003 w5,Main Library,Stacks,PF3003 .W5,Wirkendes Wort.,v.34(1984),Item in place,0123500553185,39097014540406,,
993722350101921,0pf#3003 w5,Main Library,Stacks,PF3003 .W5,Wirkendes Wort.,v.35(1985),Item in place,0123500553193,39097014540398,,
